Make,Model,Year,Body type,Colors exterior,Cylinders,Transmission
BMW,3 Series,2010,Convertible,"Le Mans Blue Metallic(41,67,104);Melbourne Red Metallic(158,35,37);Interlagos Blue Metallic(34,47,96);Silverstone Metallic(167,177,186);Jerez Black Metallic(37,42,48);Space Gray Metallic(136,144,147);Jet Black(0,0,0);Alpine White(255,255,255);",V8,6-speed manual
BMW,3 Series,2014,Sedan,"Mineral White Metallic(234,234,234);Mineral Grey Metallic(140,150,147);Liquid Blue Metallic(169,186,202);Imperial Blue Metallic(27,47,80);Orion Silver Metallic(197,190,184);Sparkling Bronze Metallic(133,123,114);Alpine White(255,255,255);Jet Black(0,0,0);Black Sapphire Metallic(0,0,0);Mojave Metallic(76,71,65);Melbourne Red Metallic(146,15,13);Glacier Silver Metallic(200,200,200);",I4,8-speed shiftable automatic
BMW,3 Series,2014,Sedan,"Mineral White Metallic(234,234,234);Mineral Grey Metallic(140,150,147);Liquid Blue Metallic(169,186,202);Imperial Blue Metallic(27,47,80);Orion Silver Metallic(197,190,184);Sparkling Bronze Metallic(133,123,114);Alpine White(255,255,255);Jet Black(0,0,0);Black Sapphire Metallic(0,0,0);Mojave Metallic(76,71,65);Melbourne Red Metallic(146,15,13);Glacier Silver Metallic(200,200,200);",I4,8-speed shiftable automatic
BMW,3 Series,2014,Sedan,"Imperial Blue Metallic(27,47,80);Orion Silver Metallic(197,190,184);Sparkling Bronze Metallic(133,123,114);Alpine White(255,255,255);Jet Black(0,0,0);Black Sapphire Metallic(0,0,0);Mojave Metallic(76,71,65);Melbourne Red Metallic(146,15,13);Glacier Silver Metallic(200,200,200);Mineral White Metallic(234,234,234);Mineral Grey Metallic(140,150,147);Liquid Blue Metallic(169,186,202);Estoril Blue(68,104,156);",I4,8-speed shiftable automatic
BMW,3 Series,2014,Sedan,"Imperial Blue Metallic(27,47,80);Orion Silver Metallic(197,190,184);Sparkling Bronze Metallic(133,123,114);Alpine White(255,255,255);Jet Black(0,0,0);Black Sapphire Metallic(0,0,0);Mojave Metallic(76,71,65);Melbourne Red Metallic(146,15,13);Glacier Silver Metallic(200,200,200);Mineral White Metallic(234,234,234);Mineral Grey Metallic(140,150,147);Liquid Blue Metallic(169,186,202);Estoril Blue(68,104,156);",I4,8-speed shiftable automatic
BMW,3 Series,2014,Sedan,"Imperial Blue Metallic(27,47,80);Orion Silver Metallic(197,190,184);Sparkling Bronze Metallic(133,123,114);Alpine White(255,255,255);Jet Black(0,0,0);Black Sapphire Metallic(0,0,0);Mojave Metallic(76,71,65);Melbourne Red Metallic(146,15,13);Glacier Silver Metallic(200,200,200);Mineral White Metallic(234,234,234);Mineral Grey Metallic(140,150,147);Liquid Blue Metallic(169,186,202);Estoril Blue(68,104,156);",I4,8-speed shiftable automatic
BMW,3 Series,2014,Sedan,"Imperial Blue Metallic(27,47,80);Orion Silver Metallic(197,190,184);Sparkling Bronze Metallic(133,123,114);Alpine White(255,255,255);Jet Black(0,0,0);Black Sapphire Metallic(0,0,0);Mojave Metallic(76,71,65);Melbourne Red Metallic(146,15,13);Glacier Silver Metallic(200,200,200);Mineral White Metallic(234,234,234);Mineral Grey Metallic(140,150,147);Liquid Blue Metallic(169,186,202);Estoril Blue(68,104,156);",I4,8-speed shiftable automatic
BMW,3 Series,2014,Sedan,"Imperial Blue Metallic(27,47,80);Orion Silver Metallic(197,190,184);Sparkling Bronze Metallic(133,123,114);Alpine White(255,255,255);Jet Black(0,0,0);Black Sapphire Metallic(0,0,0);Mojave Metallic(76,71,65);Melbourne Red Metallic(146,15,13);Glacier Silver Metallic(200,200,200);Mineral White Metallic(234,234,234);Mineral Grey Metallic(140,150,147);Liquid Blue Metallic(169,186,202);Estoril Blue(68,104,156);",I6,8-speed shiftable automatic
BMW,3 Series,2014,Sedan,"Imperial Blue Metallic(27,47,80);Orion Silver Metallic(197,190,184);Sparkling Bronze Metallic(133,123,114);Alpine White(255,255,255);Jet Black(0,0,0);Black Sapphire Metallic(0,0,0);Mojave Metallic(76,71,65);Melbourne Red Metallic(146,15,13);Glacier Silver Metallic(200,200,200);Mineral White Metallic(234,234,234);Mineral Grey Metallic(140,150,147);Liquid Blue Metallic(169,186,202);Estoril Blue(68,104,156);",I6,8-speed shiftable automatic
BMW,3 Series,2014,Sedan,"Imperial Blue Metallic(27,47,80);Orion Silver Metallic(197,190,184);Sparkling Bronze Metallic(133,123,114);Alpine White(255,255,255);Jet Black(0,0,0);Black Sapphire Metallic(0,0,0);Mojave Metallic(76,71,65);Melbourne Red Metallic(146,15,13);Glacier Silver Metallic(200,200,200);Mineral White Metallic(234,234,234);Mineral Grey Metallic(140,150,147);Liquid Blue Metallic(169,186,202);Estoril Blue(68,104,156);",I4,8-speed shiftable automatic
BMW,3 Series,2014,Sedan,"Imperial Blue Metallic(27,47,80);Orion Silver Metallic(197,190,184);Sparkling Bronze Metallic(133,123,114);Alpine White(255,255,255);Jet Black(0,0,0);Black Sapphire Metallic(0,0,0);Mojave Metallic(76,71,65);Melbourne Red Metallic(146,15,13);Glacier Silver Metallic(200,200,200);Mineral White Metallic(234,234,234);Mineral Grey Metallic(140,150,147);Liquid Blue Metallic(169,186,202);Estoril Blue(68,104,156);",I4,8-speed shiftable automatic
BMW,3 Series,2014,Wagon,"Imperial Blue Metallic(27,47,80);Orion Silver Metallic(197,190,184);Sparkling Bronze Metallic(133,123,114);Alpine White(255,255,255);Jet Black(0,0,0);Black Sapphire Metallic(0,0,0);Mojave Metallic(76,71,65);Melbourne Red Metallic(146,15,13);Glacier Silver Metallic(200,200,200);Mineral White Metallic(234,234,234);Mineral Grey Metallic(140,150,147);Liquid Blue Metallic(169,186,202);Estoril Blue(68,104,156);",I4,8-speed shiftable automatic
BMW,3 Series,2014,Wagon,"Imperial Blue Metallic(27,47,80);Orion Silver Metallic(197,190,184);Sparkling Bronze Metallic(133,123,114);Alpine White(255,255,255);Jet Black(0,0,0);Black Sapphire Metallic(0,0,0);Mojave Metallic(76,71,65);Melbourne Red Metallic(146,15,13);Glacier Silver Metallic(200,200,200);Mineral White Metallic(234,234,234);Mineral Grey Metallic(140,150,147);Liquid Blue Metallic(169,186,202);Estoril Blue(68,104,156);",I4,8-speed shiftable automatic
BMW,3 Series,2014,Sedan,"Imperial Blue Metallic(27,47,80);Orion Silver Metallic(197,190,184);Sparkling Bronze Metallic(133,123,114);Alpine White(255,255,255);Jet Black(0,0,0);Black Sapphire Metallic(0,0,0);Mojave Metallic(76,71,65);Melbourne Red Metallic(146,15,13);Glacier Silver Metallic(200,200,200);Mineral White Metallic(234,234,234);Mineral Grey Metallic(140,150,147);Liquid Blue Metallic(169,186,202);Estoril Blue(68,104,156);",I6,8-speed shiftable automatic
BMW,3 Series,2018,Sedan,"Alpine White(255,255,255);Melbourne Red Metallic(146,15,13);Mineral Grey Metallic(140,150,147);Jatoba Brown Metallic(96,89,83);Mediterranean Blue Metallic(33,57,85);Platinum Silver Metallic(152,151,146);Jet Black(0,0,0);Mineral White Metallic(234,234,234);Black Sapphire Metallic(0,0,0);Glacier Silver Metallic(200,200,200);Sunset Orange Metallic(176,56,16);",I4,8-speed shiftable automatic
BMW,3 Series,2018,Sedan,"Alpine White(255,255,255);Melbourne Red Metallic(146,15,13);Mineral Grey Metallic(140,150,147);Jatoba Brown Metallic(96,89,83);Mediterranean Blue Metallic(33,57,85);Platinum Silver Metallic(152,151,146);Jet Black(0,0,0);Mineral White Metallic(234,234,234);Black Sapphire Metallic(0,0,0);Glacier Silver Metallic(200,200,200);Sunset Orange Metallic(176,56,16);",I4,8-speed shiftable automatic
BMW,3 Series,2018,Sedan,"Alpine White(255,255,255);Estoril Blue Metallic(68,104,156);Melbourne Red Metallic(146,15,13);Mineral Grey Metallic(140,150,147);Jatoba Brown Metallic(96,89,83);Mediterranean Blue Metallic(33,57,85);Platinum Silver Metallic(152,151,146);Jet Black(0,0,0);Mineral White Metallic(234,234,234);Black Sapphire Metallic(0,0,0);Glacier Silver Metallic(200,200,200);Sunset Orange Metallic(176,56,16);",I4,8-speed shiftable automatic
BMW,3 Series,2018,Sedan,"Alpine White(255,255,255);Estoril Blue Metallic(68,104,156);Melbourne Red Metallic(146,15,13);Mineral Grey Metallic(140,150,147);Jatoba Brown Metallic(96,89,83);Mediterranean Blue Metallic(33,57,85);Platinum Silver Metallic(152,151,146);Jet Black(0,0,0);Mineral White Metallic(234,234,234);Black Sapphire Metallic(0,0,0);Glacier Silver Metallic(200,200,200);Sunset Orange Metallic(176,56,16);",I4,8-speed shiftable automatic
BMW,3 Series,2018,Sedan,"Alpine White(255,255,255);Estoril Blue Metallic(68,104,156);Melbourne Red Metallic(146,15,13);Mineral Grey Metallic(140,150,147);Jatoba Brown Metallic(96,89,83);Mediterranean Blue Metallic(33,57,85);Platinum Silver Metallic(152,151,146);Jet Black(0,0,0);Mineral White Metallic(234,234,234);Black Sapphire Metallic(0,0,0);Glacier Silver Metallic(200,200,200);Sunset Orange Metallic(176,56,16);",I6,8-speed shiftable automatic
BMW,3 Series,2018,Sedan,"Alpine White(255,255,255);Estoril Blue Metallic(68,104,156);Melbourne Red Metallic(146,15,13);Mineral Grey Metallic(140,150,147);Jatoba Brown Metallic(96,89,83);Mediterranean Blue Metallic(33,57,85);Platinum Silver Metallic(152,151,146);Jet Black(0,0,0);Mineral White Metallic(234,234,234);Black Sapphire Metallic(0,0,0);Glacier Silver Metallic(200,200,200);Sunset Orange Metallic(176,56,16);",I6,8-speed shiftable automatic
BMW,3 Series,2018,Sedan,"Alpine White(255,255,255);Estoril Blue Metallic(68,104,156);Melbourne Red Metallic(146,15,13);Mineral Grey Metallic(140,150,147);Jatoba Brown Metallic(96,89,83);Mediterranean Blue Metallic(33,57,85);Platinum Silver Metallic(152,151,146);Jet Black(0,0,0);Mineral White Metallic(234,234,234);Black Sapphire Metallic(0,0,0);Glacier Silver Metallic(200,200,200);Sunset Orange Metallic(176,56,16);",I4,8-speed shiftable automatic
BMW,3 Series,2018,Sedan,"Alpine White(255,255,255);Estoril Blue Metallic(68,104,156);Melbourne Red Metallic(146,15,13);Mineral Grey Metallic(140,150,147);Jatoba Brown Metallic(96,89,83);Mediterranean Blue Metallic(33,57,85);Platinum Silver Metallic(152,151,146);Jet Black(0,0,0);Mineral White Metallic(234,234,234);Black Sapphire Metallic(0,0,0);Glacier Silver Metallic(200,200,200);Sunset Orange Metallic(176,56,16);",I4,8-speed shiftable automatic
BMW,3 Series,2018,Wagon,"Alpine White(255,255,255);Estoril Blue Metallic(68,104,156);Melbourne Red Metallic(146,15,13);Mineral Grey Metallic(140,150,147);Jatoba Brown Metallic(96,89,83);Mediterranean Blue Metallic(33,57,85);Platinum Silver Metallic(152,151,146);Jet Black(0,0,0);Mineral White Metallic(234,234,234);Black Sapphire Metallic(0,0,0);Glacier Silver Metallic(200,200,200);Sunset Orange Metallic(176,56,16);",I4,8-speed shiftable automatic
BMW,3 Series,2018,Wagon,"Alpine White(255,255,255);Estoril Blue Metallic(68,104,156);Melbourne Red Metallic(146,15,13);Mineral Grey Metallic(140,150,147);Jatoba Brown Metallic(96,89,83);Mediterranean Blue Metallic(33,57,85);Platinum Silver Metallic(152,151,146);Jet Black(0,0,0);Mineral White Metallic(234,234,234);Black Sapphire Metallic(0,0,0);Glacier Silver Metallic(200,200,200);Sunset Orange Metallic(176,56,16);",I4,8-speed shiftable automatic
BMW,3 Series,2018,Sedan,"Alpine White(255,255,255);Estoril Blue Metallic(68,104,156);Melbourne Red Metallic(146,15,13);Mineral Grey Metallic(140,150,147);Jatoba Brown Metallic(96,89,83);Mediterranean Blue Metallic(33,57,85);Platinum Silver Metallic(152,151,146);Jet Black(0,0,0);Mineral White Metallic(234,234,234);Black Sapphire Metallic(0,0,0);Glacier Silver Metallic(200,200,200);Sunset Orange Metallic(176,56,16);",I4,8-speed shiftable automatic
BMW,3 Series,2018,Sedan,"Smoked Topaz Metallic(95,77,77);Black Sapphire Metallic(0,0,0);Mineral Grey Metallic(140,150,147);Azurite Black Metallic(0,13,49);Silverstone Metallic(179,192,201);Champagne Quartz Metallic(138,120,108);Austin Yellow Metallic(208,195,81);Tanzanite Blue Metallic(26,59,92);Mineral White Metallic(234,234,234);Yas Marina Blue Metallic(98,138,189);Alpine White(255,255,255);Sakhir Orange II Metallic(209,81,49);",I6,6-speed manual
BMW,3 Series Gran Turismo,2014,Hatchback,"Sparkling Brown Metallic(65,55,46);Alpine White(255,255,255);Liquid Blue Metallic(169,186,202);Black Sapphire Metallic(0,0,0);Imperial Blue Metallic(27,47,80);Midnight Blue Metallic(40,70,81);Estoril Blue(68,104,156);Glacier Silver Metallic(200,200,200);Jet Black(0,0,0);Mineral Grey Metallic(140,150,147);Melbourne Red Metallic(146,15,13);Mineral White Metallic(219,219,219);Kalahari Beige Metallic(159,148,142);",I4,8-speed shiftable automatic
BMW,3 Series Gran Turismo,2014,Hatchback,"Sparkling Brown Metallic(65,55,46);Alpine White(255,255,255);Liquid Blue Metallic(169,186,202);Black Sapphire Metallic(0,0,0);Imperial Blue Metallic(27,47,80);Midnight Blue Metallic(40,70,81);Estoril Blue(68,104,156);Glacier Silver Metallic(200,200,200);Jet Black(0,0,0);Mineral Grey Metallic(140,150,147);Melbourne Red Metallic(146,15,13);Mineral White Metallic(219,219,219);Kalahari Beige Metallic(159,148,142);",I6,8-speed shiftable automatic
BMW,3 Series Gran Turismo,2018,Hatchback,"Kalahari Beige Metallic(159,148,142);Black Sapphire Metallic(0,0,0);Melbourne Red Metallic(146,15,13);Mineral Grey Metallic(140,150,147);Alpine White(255,255,255);Jet Black(0,0,0);Glacier Silver Metallic(200,200,200);Arctic Gray Metallic(74,70,93);Imperial Blue Metallic(27,47,80);Mineral White Metallic(219,219,219);Jatoba Brown Metallic(96,89,83);Estoril Blue Metallic(68,104,156);",I4,8-speed shiftable automatic
BMW,3 Series Gran Turismo,2018,Hatchback,"Kalahari Beige Metallic(159,148,142);Black Sapphire Metallic(0,0,0);Melbourne Red Metallic(146,15,13);Mineral Grey Metallic(140,150,147);Alpine White(255,255,255);Jet Black(0,0,0);Glacier Silver Metallic(200,200,200);Arctic Gray Metallic(74,70,93);Imperial Blue Metallic(27,47,80);Mineral White Metallic(219,219,219);Jatoba Brown Metallic(96,89,83);Estoril Blue Metallic(68,104,156);",I6,8-speed shiftable automatic
,,,,,,
Ford,F-150,1990,Truck,,I6,
Ford,F-150,1990,Truck,,I6,
Ford,F-150,1990,Truck,,I6,
Ford,F-150,1990,Truck,,I6,
Ford,F-150,1990,Truck,,I6,
Ford,F-150,1990,Truck,,I6,
Ford,F-150,1990,Truck,,I6,
Ford,F-150,1990,Truck,,I6,
Ford,F-150,1990,Truck,,I6,
Ford,F-150,1990,Truck,,I6,
Ford,F-150,1990,Truck,,I6,
Ford,F-150,1990,Truck,,I6,
Ford,F-150,1990,Truck,,I6,
Ford,F-150,1990,Truck,,I6,
Ford,F-150,1990,Truck,,I6,
Ford,F-150,1990,Truck,,I6,
Ford,F-150,1990,Truck,,I6,
Ford,F-150,1990,Truck,,I6,
Ford,F-150,1990,Truck,,I6,
Ford,F-150,1990,Truck,,I6,
Ford,F-150,1990,Truck,,I6,
Ford,F-150,1990,Truck,,I6,
Ford,F-150,1990,Truck,,I6,
Ford,F-150,1990,Truck,,I6,
Ford,F-150,1990,Truck,,I6,
Ford,F-150,1990,Truck,,I6,
Ford,F-150,2000,Truck,"Toreador Red Clearcoat Metallic(100,45,20);Bright Red Clearcoat(159,14,5);Oxford White Clearcoat(203,205,196);Chestnut Clear Coat Metallic(41,24,22);Black Clearcoat(0,0,0);Amazon Green Clearcoat Metallic(30,41,41);Harvest Gold Clearcoat Metallic(134,127,108);Silver Clearcoat Metallic(180,180,175);Deep Wedgewood Blue Clearcoat Metallic(24,18,28);Island Blue Clearcoat Metallic(50,120,120);",V6,5-speed manual
Ford,F-150,2000,Truck,"Deep Wedgewood Blue Clearcoat Metallic(24,18,28);Chestnut Clear Coat Metallic(41,24,22);Harvest Gold Clearcoat Metallic(134,127,108);Amazon Green Clearcoat Metallic(30,41,41);Toreador Red Clearcoat Metallic(100,45,20);Black Clearcoat(0,0,0);Oxford White Clearcoat(203,205,196);Island Blue Clearcoat Metallic(50,120,120);Silver Clearcoat Metallic(180,180,175);Bright Red Clearcoat(159,14,5);",V6,5-speed manual
Ford,F-150,2000,Truck,"Island Blue Clearcoat Metallic(50,120,120);Toreador Red Clearcoat Metallic(100,45,20);Bright Red Clearcoat(159,14,5);Deep Wedgewood Blue Clearcoat Metallic(24,18,28);Oxford White Clearcoat(203,205,196);Black Clearcoat(0,0,0);Amazon Green Clearcoat Metallic(30,41,41);Chestnut Clear Coat Metallic(41,24,22);Harvest Gold Clearcoat Metallic(134,127,108);Silver Clearcoat Metallic(180,180,175);",V6,5-speed manual
Ford,F-150,2000,Truck,"Toreador Red Clearcoat Metallic(100,45,20);Harvest Gold Clearcoat Metallic(134,127,108);Chestnut Clear Coat Metallic(41,24,22);Silver Clearcoat Metallic(180,180,175);Oxford White Clearcoat(203,205,196);Deep Wedgewood Blue Clearcoat Metallic(24,18,28);Black Clearcoat(0,0,0);Amazon Green Clearcoat Metallic(30,41,41);Island Blue Clearcoat Metallic(50,120,120);Bright Red Clearcoat(159,14,5);",V6,5-speed manual
Ford,F-150,2000,Truck,"Toreador Red Clearcoat Metallic(100,45,20);Black Clearcoat(0,0,0);Amazon Green Clearcoat Metallic(30,41,41);Island Blue Clearcoat Metallic(50,120,120);Bright Red Clearcoat(159,14,5);Chestnut Clearcoat Metallic(41,24,22);Oxford White Clearcoat(203,205,196);Deep Wedgewood Blue Clearcoat Metallic(24,18,28);Silver Clearcoat Metallic(180,180,175);",V6,5-speed manual
Ford,F-150,2000,Truck,"Chestnut Clearcoat Metallic(41,24,22);Island Blue Clearcoat Metallic(50,120,120);Toreador Red Clearcoat Metallic(100,45,20);Amazon Green Clearcoat Metallic(30,41,41);Harvest Gold Clearcoat Metallic(134,127,108);Bright Red Clearcoat(159,14,5);Silver Clearcoat Metallic(180,180,175);Deep Wedgewood Blue Clearcoat Metallic(24,18,28);Oxford White Clearcoat(203,205,196);Black Clearcoat(0,0,0);",V6,5-speed manual
Ford,F-150,2000,Truck,"Island Blue Clearcoat Metallic(50,120,120);Amazon Green Clearcoat Metallic(30,41,41);Deep Wedgewood Blue Clearcoat Metallic(24,18,28);Chestnut Clearcoat Metallic(41,24,22);Silver Clearcoat Metallic(180,180,175);Harvest Gold Clearcoat Metallic(134,127,108);Toreador Red Clearcoat Metallic(100,45,20);Bright Red Clearcoat(159,14,5);Oxford White Clearcoat(203,205,196);Black Clearcoat(0,0,0);",V6,5-speed manual
Ford,F-150,2000,Truck,"Deep Wedgewood Blue Clearcoat Metallic(24,18,28);Black Clearcoat(0,0,0);Toreador Red Clearcoat Metallic(100,45,20);Island Blue Clearcoat Metallic(50,120,120);Silver Clearcoat Metallic(180,180,175);Bright Red Clearcoat(159,14,5);Chestnut Clearcoat Metallic(41,24,22);Harvest Gold Clearcoat Metallic(134,127,108);Oxford White Clearcoat(203,205,196);",V6,5-speed manual
Ford,F-150,2000,Truck,"Amazon Green Clearcoat Metallic(30,41,41);Island Blue Clearcoat Metallic(50,120,120);Bright Red Clearcoat(159,14,5);Deep Wedgewood Blue Clearcoat Metallic(24,18,28);Silver Clearcoat Metallic(180,180,175);Harvest Gold Clearcoat Metallic(134,127,108);Oxford White Clearcoat(203,205,196);Chestnut Clearcoat Metallic(41,24,22);Black Clearcoat(0,0,0);Toreador Red Clearcoat Metallic(100,45,20);",V6,5-speed manual
Ford,F-150,2000,Truck,"Bright Red Clearcoat(159,14,5);Oxford White Clearcoat(203,205,196);Black Clearcoat(0,0,0);Deep Wedgewood Blue Clearcoat Metallic(24,18,28);Toreador Red Clearcoat Metallic(100,45,20);Chestnut Clearcoat Metallic(41,24,22);Amazon Green Clearcoat Metallic(30,41,41);Island Blue Clearcoat Metallic(50,120,120);Harvest Gold Clearcoat Metallic(134,127,108);Silver Clearcoat Metallic(180,180,175);",V6,5-speed manual
Ford,F-150,2000,Truck,"Oxford White Clearcoat(203,205,196);Amazon Green Clearcoat Metallic(30,41,41);Silver Clearcoat Metallic(180,180,175);Island Blue Clearcoat Metallic(50,120,120);Deep Wedgewood Blue Clearcoat Metallic(24,18,28);Harvest Gold Clearcoat Metallic(134,127,108);Bright Red Clearcoat(159,14,5);Chestnut Clearcoat Metallic(41,24,22);Toreador Red Clearcoat Metallic(100,45,20);Black Clearcoat(0,0,0);",V6,5-speed manual
Ford,F-150,2000,Truck,"Deep Wedgewood Blue Clearcoat Metallic(24,18,28);Toreador Red Clearcoat Metallic(100,45,20);Bright Red Clearcoat(159,14,5);Black Clearcoat(0,0,0);Amazon Green Clearcoat Metallic(30,41,41);Island Blue Clearcoat Metallic(50,120,120);Silver Clearcoat Metallic(180,180,175);Chestnut Clearcoat Metallic(41,24,22);Harvest Gold Clearcoat Metallic(134,127,108);Oxford White Clearcoat(203,205,196);",V6,5-speed manual
Ford,F-150,2000,Truck,"Bright Red Clearcoat(159,14,5);Amazon Green Clearcoat Metallic(30,41,41);Island Blue Clearcoat Metallic(50,120,120);Black Clearcoat(0,0,0);Deep Wedgewood Blue Clearcoat Metallic(24,18,28);Toreador Red Clearcoat Metallic(100,45,20);Silver Clearcoat Metallic(180,180,175);Oxford White Clearcoat(203,205,196);Chestnut Clearcoat Metallic(41,24,22);Harvest Gold Clearcoat Metallic(134,127,108);",V6,5-speed manual
Ford,F-150,2000,Truck,"Deep Wedgewood Blue Clearcoat Metallic(24,18,28);Black Clearcoat(0,0,0);Island Blue Clearcoat Metallic(50,120,120);Silver Clearcoat Metallic(180,180,175);Bright Red Clearcoat(159,14,5);Amazon Green Clearcoat Metallic(30,41,41);Oxford White Clearcoat(203,205,196);Chestnut Clearcoat Metallic(41,24,22);Harvest Gold Clearcoat Metallic(134,127,108);Toreador Red Clearcoat Metallic(100,45,20);",V6,5-speed manual
Ford,F-150,2000,Truck,"Chestnut Clearcoat Metallic(41,24,22);Harvest Gold Clearcoat Metallic(134,127,108);Oxford White Clearcoat(203,205,196);Black Clearcoat(0,0,0);Amazon Green Clearcoat Metallic(30,41,41);Deep Wedgewood Blue Clearcoat Metallic(24,18,28);Island Blue Clearcoat Metallic(50,120,120);Silver Clearcoat Metallic(180,180,175);Toreador Red Clearcoat Metallic(100,45,20);Bright Red Clearcoat(159,14,5);",V6,5-speed manual
Ford,F-150,2000,Truck,"Harvest Gold Clearcoat Metallic(134,127,108);Black Clearcoat(0,0,0);Deep Wedgewood Blue Clearcoat Metallic(24,18,28);Chestnut Clearcoat Metallic(41,24,22);Island Blue Clearcoat Metallic(50,120,120);Oxford White Clearcoat(203,205,196);Toreador Red Clearcoat Metallic(100,45,20);Silver Clearcoat Metallic(180,180,175);Amazon Green Clearcoat Metallic(30,41,41);Bright Red Clearcoat(159,14,5);",V6,5-speed manual
Ford,F-150,2000,Truck,"Amazon Green Clearcoat Metallic(30,41,41);Chestnut Clear Coat Metallic(41,24,22);Black Clearcoat(0,0,0);Harvest Gold Clearcoat Metallic(134,127,108);Island Blue Clearcoat Metallic(50,120,120);Deep Wedgewood Blue Clearcoat Metallic(24,18,28);Oxford White Clearcoat(203,205,196);Silver Clearcoat Metallic(180,180,175);Bright Red Clearcoat(159,14,5);Toreador Red Clearcoat Metallic(100,45,20);",V6,5-speed manual
Ford,F-150,2000,Truck,"Deep Wedgewood Blue Clearcoat Metallic(24,18,28);Chestnut Clear Coat Metallic(41,24,22);Oxford White Clearcoat(203,205,196);Black Clearcoat(0,0,0);Harvest Gold Clearcoat Metallic(134,127,108);Silver Clearcoat Metallic(180,180,175);Toreador Red Clearcoat Metallic(100,45,20);Bright Red Clearcoat(159,14,5);Amazon Green Clearcoat Metallic(30,41,41);Island Blue Clearcoat Metallic(50,120,120);",V6,5-speed manual
Ford,F-150,2000,Truck,"Bright Red Clearcoat(159,14,5);Harvest Gold Clearcoat Metallic(134,127,108);Black Clearcoat(0,0,0);Toreador Red Clearcoat Metallic(100,45,20);Chestnut Clear Coat Metallic(41,24,22);Amazon Green Clearcoat Metallic(30,41,41);Silver Clearcoat Metallic(180,180,175);Oxford White Clearcoat(203,205,196);Island Blue Clearcoat Metallic(50,120,120);",V8,5-speed manual
Ford,F-150,2000,Truck,"Silver Clearcoat Metallic(180,180,175);Bright Red Clearcoat(159,14,5);Chestnut Clear Coat Metallic(41,24,22);Deep Wedgewood Blue Clearcoat Metallic(24,18,28);Harvest Gold Clearcoat Metallic(134,127,108);Toreador Red Clearcoat Metallic(100,45,20);Oxford White Clearcoat(203,205,196);Black Clearcoat(0,0,0);Amazon Green Clearcoat Metallic(30,41,41);Island Blue Clearcoat Metallic(50,120,120);",V8,5-speed manual
Ford,F-150,2000,Truck,"Bright Red Clearcoat(159,14,5);Harvest Gold Clearcoat Metallic(134,127,108);Chestnut Clearcoat Metallic(41,24,22);Amazon Green Clearcoat Metallic(30,41,41);Toreador Red Clearcoat Metallic(100,45,20);Island Blue Clearcoat Metallic(50,120,120);Deep Wedgewood Blue Clearcoat Metallic(24,18,28);Oxford White Clearcoat(203,205,196);Silver Clearcoat Metallic(180,180,175);Black Clearcoat(0,0,0);",V6,5-speed manual
Ford,F-150,2000,Truck,"Black Clearcoat(0,0,0);Amazon Green Clearcoat Metallic(30,41,41);Island Blue Clearcoat Metallic(50,120,120);Deep Wedgewood Blue Clearcoat Metallic(24,18,28);Silver Clearcoat Metallic(180,180,175);Toreador Red Clearcoat Metallic(100,45,20);Oxford White Clearcoat(203,205,196);Bright Red Clearcoat(159,14,5);Chestnut Clearcoat Metallic(41,24,22);Harvest Gold Clearcoat Metallic(134,127,108);",V6,5-speed manual
Ford,F-150,2000,Truck,"Harvest Gold Clearcoat Metallic(134,127,108);Chestnut Clearcoat Metallic(41,24,22);Oxford White Clearcoat(203,205,196);Deep Wedgewood Blue Clearcoat Metallic(24,18,28);Toreador Red Clearcoat Metallic(100,45,20);Island Blue Clearcoat Metallic(50,120,120);Silver Clearcoat Metallic(180,180,175);Black Clearcoat(0,0,0);Amazon Green Clearcoat Metallic(30,41,41);Bright Red Clearcoat(159,14,5);",V6,5-speed manual
Ford,F-150,2000,Truck,"Oxford White Clearcoat(203,205,196);Deep Wedgewood Blue Clearcoat Metallic(24,18,28);Chestnut Clearcoat Metallic(41,24,22);Harvest Gold Clearcoat Metallic(134,127,108);Toreador Red Clearcoat Metallic(100,45,20);Island Blue Clearcoat Metallic(50,120,120);Bright Red Clearcoat(159,14,5);Silver Clearcoat Metallic(180,180,175);Black Clearcoat(0,0,0);Amazon Green Clearcoat Metallic(30,41,41);",V8,5-speed manual
Ford,F-150,2000,Truck,"Oxford White Clearcoat(203,205,196);Black Clearcoat(0,0,0);Deep Wedgewood Blue Clearcoat Metallic(24,18,28);Toreador Red Clearcoat Metallic(100,45,20);Silver Clearcoat Metallic(180,180,175);Bright Red Clearcoat(159,14,5);Chestnut Clearcoat Metallic(41,24,22);Island Blue Clearcoat Metallic(50,120,120);Harvest Gold Clearcoat Metallic(134,127,108);Amazon Green Clearcoat Metallic(30,41,41);",V8,5-speed manual
Ford,F-150,2000,Truck,"Deep Wedgewood Blue Clearcoat Metallic(24,18,28);Oxford White Clearcoat(203,205,196);Chestnut Clearcoat Metallic(41,24,22);Black Clearcoat(0,0,0);Silver Clearcoat Metallic(180,180,175);Island Blue Clearcoat Metallic(50,120,120);Amazon Green Clearcoat Metallic(30,41,41);Toreador Red Clearcoat Metallic(100,45,20);Bright Red Clearcoat(159,14,5);Harvest Gold Clearcoat Metallic(134,127,108);",V8,5-speed manual
